,,,,,,Date,Close
,,,,,,11/16/2023 23:58:00,3181.734
,,,,,,11/17/2023 23:58:00,3142.962
,,,,,,11/20/2023 23:58:00,3138.071
,,,,,,11/21/2023 23:58:00,3163.014
,,,,,,11/22/2023 23:58:00,3181.87
,,,,,,11/23/2023 23:58:00,3159.666
,,,,,,11/24/2023 23:58:00,3167.25
,,,,,,11/27/2023 23:58:00,3158.362
,,,,,,11/28/2023 23:58:00,3132.429
,,,,,,11/29/2023 23:58:00,3140.696
,,,,,,11/30/2023 23:58:00,3157.539
,,,,,,12/1/2023 23:58:00,3155.174
,,,,,,12/2/2023 23:58:00,3171.741
,,,,,,12/4/2023 23:58:00,3124.292
,,,,,,12/5/2023 23:58:00,3135.803
,,,,,,12/6/2023 23:58:00,3157.444
,,,,,,12/7/2023 23:58:00,3152.782
,,,,,,12/8/2023 23:58:00,3156.454
,,,,,,12/11/2023 23:58:00,3168.563
,,,,,,12/12/2023 23:58:00,3135.308
,,,,,,12/13/2023 23:58:00,3105.488
,,,,,,12/14/2023 23:58:00,3146.397
,,,,,,12/15/2023 23:58:00,3139.051
,,,,,,12/18/2023 23:58:00,3144.526
,,,,,,12/19/2023 23:58:00,3171.137
,,,,,,12/20/2023 23:58:00,3156.567
,,,,,,12/21/2023 23:58:00,3161.796
,,,,,,12/22/2023 23:58:00,3182.305
,,,,,,12/25/2023 23:58:00,3157.573
,,,,,,12/26/2023 23:58:00,3198.471
,,,,,,12/27/2023 23:58:00,3184.53
,,,,,,12/28/2023 23:58:00,3179.298
,,,,,,12/29/2023 23:58:00,3170.118
,,,,,,1/1/2024 23:58:00,3162.389
,,,,,,1/2/2024 23:58:00,3147.441
,,,,,,1/3/2024 23:58:00,3159.196
,,,,,,1/4/2024 23:58:00,3166.173
,,,,,,1/5/2024 23:58:00,3178.667
,,,,,,1/8/2024 23:58:00,3181.501
,,,,,,1/9/2024 23:58:00,3166.042
,,,,,,1/10/2024 23:58:00,3177.274
,,,,,,1/11/2024 23:58:00,3193.566
,,,,,,1/12/2024 23:58:00,3198.523
,,,,,,1/15/2024 23:58:00,3196.332
,,,,,,1/16/2024 23:58:00,3171.687
,,,,,,1/17/2024 23:58:00,3162.261
,,,,,,1/18/2024 23:58:00,3168.747
,,,,,,1/19/2024 23:58:00,3165.568
,,,,,,1/22/2024 23:58:00,3137.501
,,,,,,1/23/2024 23:58:00,3172.376
,,,,,,1/24/2024 23:58:00,3184.941
,,,,,,1/25/2024 23:58:00,3214.903
,,,,,,1/26/2024 23:58:00,3206.826
,,,,,,1/29/2024 23:58:00,3194.172
,,,,,,1/30/2024 23:58:00,3187.73
,,,,,,1/31/2024 23:58:00,3182.948
,,,,,,2/1/2024 23:58:00,3198.617
,,,,,,2/2/2024 23:58:00,3161.9
,,,,,,2/5/2024 23:58:00,3159.224
,,,,,,2/6/2024 23:58:00,3166.052
,,,,,,2/7/2024 23:58:00,3147.783
,,,,,,2/8/2024 23:58:00,3136.2
,,,,,,2/9/2024 23:58:00,3148.48
,,,,,,2/12/2024 23:58:00,3144.72
,,,,,,2/13/2024 23:58:00,3161.704
,,,,,,2/14/2024 23:58:00,3132.181
,,,,,,2/15/2024 23:58:00,3149.592
,,,,,,2/16/2024 23:58:00,3148.746
,,,,,,2/19/2024 23:58:00,3150.034
,,,,,,2/20/2024 23:58:00,3178.027
,,,,,,2/21/2024 23:58:00,3168.706
,,,,,,2/22/2024 23:58:00,3140.273
,,,,,,2/23/2024 23:58:00,3120.146
,,,,,,2/26/2024 23:58:00,3139.18
,,,,,,2/27/2024 23:58:00,3172.541
,,,,,,2/28/2024 23:58:00,3162.172
,,,,,,2/29/2024 23:58:00,3155.52
,,,,,,3/1/2024 23:58:00,3167.434
,,,,,,3/4/2024 23:58:00,3187.433
,,,,,,3/5/2024 23:58:00,3176.602
,,,,,,3/6/2024 23:58:00,3168.389
,,,,,,3/7/2024 23:58:00,3161.743
,,,,,,3/8/2024 23:58:00,3115.194
,,,,,,3/11/2024 23:58:00,3116.753
,,,,,,3/12/2024 23:58:00,3127.842
,,,,,,3/13/2024 23:58:00,3129.444
,,,,,,3/14/2024 23:58:00,3129.63
,,,,,,3/15/2024 23:58:00,3130.254
,,,,,,3/18/2024 23:58:00,3129.261
,,,,,,3/19/2024 23:58:00,3122.04
,,,,,,3/20/2024 23:58:00,3157.799
,,,,,,3/21/2024 23:58:00,3159.867
,,,,,,3/22/2024 23:58:00,3159.189
,,,,,,3/25/2024 23:58:00,3173.493
,,,,,,3/26/2024 23:58:00,3180.101
,,,,,,3/27/2024 23:58:00,3180.68
,,,,,,3/28/2024 23:58:00,3165.397
,,,,,,3/29/2024 23:58:00,3164.978
,,,,,,3/31/2024 23:58:00,3156.659
,,,,,,4/1/2024 23:58:00,3154.399
,,,,,,4/2/2024 23:58:00,3149.49
,,,,,,4/3/2024 23:58:00,3161.717
,,,,,,4/4/2024 23:58:00,3143.865
,,,,,,4/5/2024 23:58:00,3131.827
,,,,,,4/7/2024 23:58:00,3137.102
,,,,,,4/8/2024 23:58:00,3167.509
,,,,,,4/9/2024 23:58:00,3172.686
,,,,,,4/10/2024 23:58:00,3156.896
,,,,,,4/11/2024 23:58:00,3143.62
,,,,,,4/12/2024 23:58:00,3142.187
,,,,,,4/14/2024 23:58:00,3144.408
,,,,,,4/15/2024 23:58:00,3098.813
,,,,,,4/16/2024 23:58:00,3085.341
,,,,,,4/17/2024 23:58:00,3103.877
,,,,,,4/18/2024 23:58:00,3091.807
,,,,,,4/19/2024 23:58:00,3113.609
,,,,,,4/21/2024 23:58:00,3095.553
,,,,,,4/22/2024 23:58:00,3144.063
,,,,,,4/23/2024 23:58:00,3145.012
,,,,,,4/24/2024 23:58:00,3148.533
,,,,,,4/25/2024 23:58:00,3139.862
,,,,,,4/26/2024 23:58:00,3171.431
,,,,,,4/28/2024 23:58:00,3162.373
,,,,,,4/29/2024 23:58:00,3173.211
,,,,,,4/30/2024 23:58:00,3132.194
,,,,,,5/1/2024 23:58:00,3115.995
,,,,,,5/2/2024 23:58:00,3148.989
,,,,,,5/3/2024 23:58:00,3143.286
,,,,,,5/5/2024 23:58:00,3151.271
,,,,,,5/6/2024 23:58:00,3157.025
,,,,,,5/7/2024 23:58:00,3167.218
,,,,,,5/8/2024 23:58:00,3158.329
,,,,,,5/9/2024 23:58:00,3113.591
,,,,,,5/10/2024 23:58:00,3109.002
,,,,,,5/12/2024 23:58:00,3115.222
,,,,,,5/13/2024 23:58:00,3126.83
,,,,,,5/14/2024 23:58:00,3139.22
,,,,,,5/15/2024 23:58:00,3097.636
,,,,,,5/16/2024 23:58:00,3102.275
,,,,,,5/17/2024 23:58:00,3125.22
,,,,,,5/19/2024 23:58:00,3123.869
,,,,,,5/20/2024 23:58:00,3137.581
,,,,,,5/21/2024 23:58:00,3120.331
,,,,,,5/22/2024 23:58:00,3112.797
,,,,,,5/23/2024 23:58:00,3128.523
,,,,,,5/24/2024 23:58:00,3101.666
,,,,,,5/26/2024 23:58:00,3100.335
,,,,,,5/27/2024 23:58:00,3102.347
,,,,,,5/28/2024 23:58:00,3121.756
,,,,,,5/29/2024 23:58:00,3119.398
,,,,,,5/30/2024 23:58:00,3116.71
,,,,,,5/31/2024 23:58:00,3096.526
,,,,,,6/2/2024 23:58:00,3093.818
,,,,,,6/3/2024 23:58:00,3085.992
,,,,,,6/4/2024 23:58:00,3073.402
,,,,,,6/5/2024 23:58:00,3077.199
,,,,,,6/6/2024 23:58:00,3086.523
,,,,,,6/7/2024 23:58:00,3044.153
,,,,,,6/9/2024 23:58:00,3070.292
,,,,,,6/10/2024 23:58:00,3044.535
,,,,,,6/11/2024 23:58:00,3038.424
,,,,,,6/12/2024 23:58:00,3002.139
,,,,,,6/13/2024 23:58:00,3036.677
,,,,,,6/14/2024 23:58:00,3062.596
,,,,,,6/16/2024 23:58:00,3070.952
,,,,,,6/17/2024 23:58:00,3037.324
,,,,,,6/18/2024 23:58:00,3010.182
,,,,,,6/19/2024 23:58:00,3018.679
,,,,,,6/20/2024 23:58:00,3023.928
,,,,,,6/21/2024 23:58:00,3028.091
,,,,,,6/23/2024 23:58:00,3014.686
,,,,,,6/24/2024 23:58:00,3038.687
,,,,,,6/26/2024 23:58:00,2975.018
,,,,,,6/27/2024 23:58:00,2976.081
,,,,,,6/28/2024 23:58:00,2921.628
,,,,,,6/30/2024 23:58:00,2918.203
,,,,,,7/1/2024 23:58:00,2897.551
,,,,,,7/2/2024 23:58:00,2887.264
,,,,,,7/3/2024 23:58:00,2940.488
,,,,,,7/4/2024 23:58:00,2973.183
,,,,,,7/5/2024 23:58:00,2974.014
,,,,,,7/7/2024 23:58:00,2953.812
,,,,,,7/8/2024 23:58:00,2974.689
,,,,,,7/9/2024 23:58:00,3003.912
,,,,,,7/10/2024 23:58:00,2986.329
,,,,,,7/11/2024 23:58:00,2958.668
,,,,,,7/12/2024 23:58:00,2963.295
,,,,,,7/14/2024 23:58:00,2967.425
,,,,,,7/15/2024 23:58:00,2972.487
,,,,,,7/16/2024 23:58:00,2980.759
,,,,,,7/17/2024 23:58:00,2939.524
,,,,,,7/18/2024 23:58:00,2916.684
,,,,,,7/19/2024 23:58:00,2889.392
,,,,,,7/21/2024 23:58:00,2921.96
,,,,,,7/22/2024 23:58:00,2910.915
,,,,,,7/23/2024 23:58:00,2899.98
,,,,,,7/24/2024 23:58:00,2872.653
,,,,,,7/25/2024 23:58:00,2894.412
,,,,,,7/26/2024 23:58:00,2876.64
,,,,,,7/28/2024 23:58:00,2870.084
,,,,,,7/29/2024 23:58:00,2902.724
,,,,,,7/30/2024 23:58:00,2909.258
,,,,,,7/31/2024 23:58:00,2872.873
,,,,,,8/1/2024 23:58:00,2830.445
,,,,,,8/2/2024 23:58:00,2815.818
,,,,,,8/4/2024 23:58:00,2793.023
,,,,,,8/5/2024 23:58:00,2832.378
,,,,,,8/6/2024 23:58:00,2855.277
,,,,,,8/7/2024 23:58:00,2842.318
,,,,,,8/8/2024 23:58:00,2880.293
,,,,,,8/9/2024 23:58:00,2893.021
,,,,,,8/11/2024 23:58:00,2887.535
,,,,,,8/12/2024 23:58:00,2902.668
,,,,,,8/13/2024 23:58:00,2882.473
,,,,,,8/14/2024 23:58:00,2855.276
,,,,,,8/15/2024 23:58:00,2871.699
,,,,,,8/16/2024 23:58:00,2866.462
,,,,,,8/18/2024 23:58:00,2861.164
,,,,,,8/19/2024 23:58:00,2870.855
,,,,,,8/20/2024 23:58:00,2818.089
,,,,,,8/21/2024 23:58:00,2823.589
,,,,,,8/22/2024 23:58:00,2812.478
,,,,,,8/23/2024 23:58:00,2803.087
,,,,,,8/25/2024 23:58:00,2805.122
,,,,,,8/26/2024 23:58:00,2812.763
,,,,,,8/27/2024 23:58:00,2807.402
,,,,,,8/28/2024 23:58:00,2775.182
,,,,,,8/29/2024 23:58:00,2743.742
,,,,,,8/30/2024 23:58:00,2764.705
,,,,,,9/1/2024 23:58:00,2765.432
,,,,,,9/2/2024 23:58:00,2763.255
,,,,,,9/3/2024 23:58:00,2749.673
,,,,,,9/4/2024 23:58:00,2736.671
,,,,,,9/5/2024 23:58:00,2768.361
,,,,,,9/6/2024 23:58:00,2756.469
,,,,,,9/8/2024 23:58:00,2749.359
,,,,,,9/9/2024 23:58:00,2767.625
,,,,,,9/10/2024 23:58:00,2734.447
,,,,,,9/11/2024 23:58:00,2723.103
,,,,,,9/12/2024 23:58:00,2740.031
,,,,,,9/13/2024 23:58:00,2765.038
,,,,,,9/15/2024 23:58:00,2728.492
,,,,,,9/16/2024 23:58:00,2794.638
,,,,,,9/17/2024 23:58:00,2798.548
,,,,,,9/18/2024 23:58:00,2800.952
,,,,,,9/19/2024 23:58:00,2801.246
,,,,,,9/20/2024 23:58:00,2747.052
,,,,,,9/22/2024 23:58:00,2748.358
,,,,,,9/23/2024 23:58:00,2740.194
,,,,,,9/24/2024 23:58:00,2773.903
,,,,,,9/25/2024 23:58:00,2774.561
,,,,,,9/26/2024 23:58:00,2771.138
,,,,,,9/27/2024 23:58:00,2779.006
,,,,,,9/29/2024 23:58:00,2778.701
,,,,,,9/30/2024 23:58:00,2783.596
,,,,,,10/1/2024 23:58:00,2812.755
,,,,,,10/2/2024 23:58:00,2815.98
,,,,,,10/3/2024 23:58:00,2821.753
,,,,,,10/4/2024 23:58:00,2867.04
,,,,,,10/6/2024 23:58:00,2869.097
,,,,,,10/7/2024 23:58:00,2864.785
,,,,,,10/8/2024 23:58:00,2831.904
,,,,,,10/9/2024 23:58:00,2798.449
,,,,,,10/10/2024 23:58:00,2804.923
,,,,,,10/11/2024 23:58:00,2771.376
,,,,,,10/13/2024 23:58:00,2771.434
,,,,,,10/14/2024 23:58:00,2776.849
,,,,,,10/15/2024 23:58:00,2755.567
,,,,,,10/16/2024 23:58:00,2749.29
,,,,,,10/17/2024 23:58:00,2740.523
,,,,,,10/18/2024 23:58:00,2713.253
,,,,,,10/20/2024 23:58:00,2740.423
,,,,,,10/21/2024 23:58:00,2734.111
,,,,,,10/22/2024 23:58:00,2734.886
,,,,,,10/23/2024 23:58:00,2751.483
,,,,,,10/24/2024 23:58:00,2757.4
,,,,,,10/25/2024 23:58:00,2748.992
,,,,,,10/28/2024 23:58:00,2752.696
,,,,,,10/29/2024 23:58:00,2736.787
,,,,,,10/30/2024 23:58:00,2723.117
,,,,,,10/31/2024 23:58:00,2713.442
,,,,,,11/1/2024 23:58:00,2698.945
,,,,,,11/4/2024 23:58:00,2726.127
,,,,,,11/5/2024 23:58:00,2728.476
,,,,,,11/6/2024 23:58:00,2784.992
,,,,,,11/7/2024 23:58:00,2733.214
,,,,,,11/8/2024 23:58:00,2724.817
,,,,,,11/11/2024 23:58:00,2734.73
,,,,,,11/12/2024 23:58:00,2745.37
,,,,,,11/13/2024 23:58:00,2728.013
,,,,,,11/14/2024 23:58:00,2751.533
,,,,,,11/15/2024 23:58:00,2738.439
,,,,,,11/18/2024 23:58:00,2749.891
,,,,,,11/19/2024 23:58:00,2739.746
,,,,,,11/20/2024 23:58:00,2756.834
,,,,,,11/21/2024 23:58:00,2719.737
,,,,,,11/22/2024 23:58:00,2745.656
,,,,,,11/25/2024 23:58:00,2742.201
,,,,,,11/26/2024 23:58:00,2741.305
,,,,,,11/27/2024 23:58:00,2671.937
,,,,,,11/28/2024 23:58:00,2637.418